Manufacturer,Model Number,QTY,ETA
Kraus,C-GV-101FR-12mm-1200CH,0,Discontinued
Kraus,C-GV-101FR-12mm-1200SN,0,Discontinued
Kraus,C-GV-101FR-12mm-1300CH,30,
Kraus,C-GV-101FR-12mm-1300SN,30,
Kraus,C-GV-101FR-12mm-1300AB,0,Discontinued
Kraus,C-GV-101FR-12mm-1300ORB,0,Discontinued
Kraus,C-GV-101FR-12mm-1800CH,30,
Kraus,C-GV-101FR-12mm-1810CH,30,
Kraus,C-GV-101FR-12mm-2180,30,
Kraus,C-GV-101FR-12mm-14300CH,30,
Kraus,C-GV-101FR-12mm-14600CH,30,
Kraus,C-GV-101FR-12mm-14700CH,30,
Kraus,C-GV-101FR-12mm-14800CH,0,1/1/2013
Kraus,C-GV-101FR-12mm-15000CH,30,
Kraus,C-GV-101FR-12mm-15000BN,30,
Kraus,C-GV-101FR-12mm-15000ORB,30,
Kraus,C-GV-101FR-12mm-15100CH,30,
Kraus,C-GV-101FR-12mm-15200CH,30,
Kraus,C-GV-101FR-12mm-15500CH,30,
Kraus,C-GV-101FR-12mm-15500BN,30,
Kraus,C-GV-101FR-14-12mm-10CH,30,
Kraus,C-GV-101FR-14-12mm-10SN,30,
Kraus,C-GV-101FR-14-12mm-10AB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-10ORB,30,
Kraus,C-GV-101FR-14-12mm-10G,30,
Kraus,C-GV-101FR-14-12mm-1002CH,30,
Kraus,C-GV-101FR-14-12mm-1002SN,30,
Kraus,C-GV-101FR-14-12mm-1002AB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-1002ORB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-1005CH,30,
Kraus,C-GV-101FR-14-12mm-1005SN,30,
Kraus,C-GV-101FR-14-12mm-1005ORB,30,
Kraus,C-GV-101FR-14-12mm-1007CH,30,
Kraus,C-GV-101FR-14-12mm-1007SN,30,
Kraus,C-GV-101FR-14-12mm-1007AB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-1007ORB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-1300CH,30,
Kraus,C-GV-101FR-14-12mm-1300SN,30,
Kraus,C-GV-101FR-14-12mm-1300AB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-1300ORB,0,Discontinued
Kraus,C-GV-101FR-14-12mm-1800CH,30,
Kraus,C-GV-101FR-14-12mm-1810CH,30,
Kraus,C-GV-103-12mm-10CH,30,
Kraus,C-GV-103-12mm-10SN,30,
Kraus,C-GV-103-12mm-10AB,0,Discontinued
Kraus,C-GV-103-12mm-10ORB,30,
Kraus,C-GV-103-12mm-10G,30,
Kraus,C-GV-103-12mm-1002CH,30,
Kraus,C-GV-103-12mm-1002SN,30,
Kraus,C-GV-103-12mm-1002AB,0,Discontinued
Kraus,C-GV-103-12mm-1002ORB,0,Discontinued
Kraus,C-GV-103-12mm-1005CH,30,
Kraus,C-GV-103-12mm-1005SN,30,
Kraus,C-GV-103-12mm-1005ORB,30,
Kraus,C-GV-103-12mm-1007CH,30,
Kraus,C-GV-103-12mm-1007SN,30,
Kraus,C-GV-103-12mm-1007AB,0,Discontinued
Kraus,C-GV-103-12mm-1007ORB,0,Discontinued
Kraus,C-GV-103-12mm-1100CH,0,Discontinued
Kraus,C-GV-103-12mm-1100SN,0,Discontinued
Kraus,C-GV-103-12mm-1200CH,0,Discontinued
Kraus,C-GV-103-12mm-1200SN,0,Discontinued
Kraus,C-GV-103-12mm-1300CH,30,
Kraus,C-GV-103-12mm-1300SN,30,
Kraus,C-GV-103-12mm-1300AB,0,Discontinued
Kraus,C-GV-103-12mm-1300ORB,0,Discontinued
Kraus,C-GV-103-12mm-1800CH,30,
Kraus,C-GV-103-12mm-1810CH,30,
Kraus,C-GV-103-12mm-2180,30,
Kraus,C-GV-103-12mm-14300CH,30,
Kraus,C-GV-103-12mm-14600CH,30,
Kraus,C-GV-103-12mm-14700CH,30,
Kraus,C-GV-103-12mm-14800CH,0,1/1/2013
Kraus,C-GV-103-12mm-15000CH,30,
Kraus,C-GV-103-12mm-15000BN,30,
Kraus,C-GV-103-12mm-15000ORB,30,
Kraus,C-GV-103-12mm-15100CH,30,
Kraus,C-GV-103-12mm-15200CH,30,
Kraus,C-GV-103-12mm-15500CH,30,
Kraus,C-GV-103-12mm-15500BN,30,
Kraus,C-GV-103-14-12mm-10CH,30,
Kraus,C-GV-103-14-12mm-10SN,30,
Kraus,C-GV-103-14-12mm-10AB,0,Discontinued
Kraus,C-GV-103-14-12mm-10ORB,30,
Kraus,C-GV-103-14-12mm-10G,30,
Kraus,C-GV-103-14-12mm-1002CH,30,
Kraus,C-GV-103-14-12mm-1002SN,30,
Kraus,C-GV-103-14-12mm-1002AB,0,Discontinued
Kraus,C-GV-103-14-12mm-1002ORB,0,Discontinued
Kraus,C-GV-103-14-12mm-1005CH,30,
Kraus,C-GV-103-14-12mm-1005SN,30,
Kraus,C-GV-103-14-12mm-1005ORB,30,
Kraus,C-GV-103-14-12mm-1007CH,30,
Kraus,C-GV-103-14-12mm-1007SN,30,
Kraus,C-GV-103-14-12mm-1007AB,0,Discontinued
Kraus,C-GV-103-14-12mm-1007ORB,0,Discontinued
Kraus,C-GV-103-14-12mm-1300CH,30,
Kraus,C-GV-103-14-12mm-1300SN,30,
Kraus,C-GV-103-14-12mm-1300AB,0,Discontinued
Kraus,C-GV-103-14-12mm-1300ORB,0,Discontinued
Kraus,C-GV-103-14-12mm-1800CH,30,
Kraus,C-GV-103-14-12mm-1810CH,30,
Kraus,C-GV-103FR-12mm-10CH,30,
Kraus,C-GV-103FR-12mm-10SN,30,
Kraus,C-GV-103FR-12mm-10AB,0,Discontinued
Kraus,C-GV-103FR-12mm-10ORB,30,
Kraus,C-GV-103FR-12mm-10G,30,
Kraus,C-GV-103FR-12mm-1002CH,30,
Kraus,C-GV-103FR-12mm-1002SN,30,
Kraus,C-GV-103FR-12mm-1002AB,0,Discontinued
Kraus,C-GV-103FR-12mm-1002ORB,0,Discontinued
Kraus,C-GV-103FR-12mm-1005CH,30,
Kraus,C-GV-103FR-12mm-1005SN,30,
Kraus,C-GV-103FR-12mm-1005ORB,30,
Kraus,C-GV-103FR-12mm-1007CH,30,
Kraus,C-GV-103FR-12mm-1007SN,30,
Kraus,C-GV-103FR-12mm-1007AB,0,Discontinued
Kraus,C-GV-103FR-12mm-1007ORB,0,Discontinued
Kraus,C-GV-103FR-12mm-1100CH,0,Discontinued
Kraus,C-GV-103FR-12mm-1100SN,0,Discontinued
Kraus,C-GV-103FR-12mm-1200CH,0,Discontinued
Kraus,C-GV-103FR-12mm-1200SN,0,Discontinued
Kraus,C-GV-103FR-12mm-1300CH,30,
Kraus,C-GV-103FR-12mm-1300SN,30,
Kraus,C-GV-103FR-12mm-1300AB,0,Discontinued
Kraus,C-GV-103FR-12mm-1300ORB,0,Discontinued
Kraus,C-GV-103FR-12mm-1800CH,30,
Kraus,C-GV-103FR-12mm-1810CH,30,
Kraus,C-GV-103FR-12mm-2180,30,
Kraus,C-GV-103FR-12mm-14300CH,30,
Kraus,C-GV-103FR-12mm-14600CH,30,
Kraus,C-GV-103FR-12mm-14700CH,30,
Kraus,C-GV-103FR-12mm-14800CH,0,1/1/2013
Kraus,C-GV-103FR-12mm-15000CH,30,
Kraus,C-GV-103FR-12mm-15000BN,30,
Kraus,C-GV-103FR-12mm-15000ORB,30,
Kraus,C-GV-103FR-12mm-15100CH,30,
Kraus,C-GV-103FR-12mm-15200CH,30,
Kraus,C-GV-103FR-12mm-15500CH,30,
Kraus,C-GV-103FR-12mm-15500BN,30,
Kraus,C-GV-103FR-14-12mm-10CH,30,
Kraus,C-GV-103FR-14-12mm-10SN,30,
Kraus,C-GV-103FR-14-12mm-10AB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-10ORB,30,
Kraus,C-GV-103FR-14-12mm-10G,30,
Kraus,C-GV-103FR-14-12mm-1002CH,30,
Kraus,C-GV-103FR-14-12mm-1002SN,30,
Kraus,C-GV-103FR-14-12mm-1002AB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-1002ORB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-1005CH,30,
Kraus,C-GV-103FR-14-12mm-1005SN,30,
Kraus,C-GV-103FR-14-12mm-1005ORB,30,
Kraus,C-GV-103FR-14-12mm-1007CH,30,
Kraus,C-GV-103FR-14-12mm-1007SN,30,
Kraus,C-GV-103FR-14-12mm-1007AB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-1007ORB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-1300CH,30,
Kraus,C-GV-103FR-14-12mm-1300SN,30,
Kraus,C-GV-103FR-14-12mm-1300AB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-1300ORB,0,Discontinued
Kraus,C-GV-103FR-14-12mm-1800CH,30,
Kraus,C-GV-103FR-14-12mm-1810CH,30,
Kraus,C-GV-104-12mm-10CH,30,
Kraus,C-GV-104-12mm-10SN,30,
Kraus,C-GV-104-12mm-10AB,0,Discontinued
Kraus,C-GV-104-12mm-10ORB,30,
Kraus,C-GV-104-12mm-10G,30,
Kraus,C-GV-104-12mm-1002CH,30,
Kraus,C-GV-104-12mm-1002SN,30,
Kraus,C-GV-104-12mm-1002AB,0,Discontinued
Kraus,C-GV-104-12mm-1002ORB,0,Discontinued
Kraus,C-GV-104-12mm-1005CH,30,
Kraus,C-GV-104-12mm-1005SN,30,
Kraus,C-GV-104-12mm-1005ORB,30,
Kraus,C-GV-104-12mm-1007CH,30,
Kraus,C-GV-104-12mm-1007SN,30,
Kraus,C-GV-104-12mm-1007AB,0,Discontinued
Kraus,C-GV-104-12mm-1007ORB,0,Discontinued
Kraus,C-GV-104-12mm-1100CH,0,Discontinued
Kraus,C-GV-104-12mm-1100SN,0,Discontinued
Kraus,C-GV-104-12mm-1200CH,0,Discontinued
Kraus,C-GV-104-12mm-1200SN,0,Discontinued
Kraus,C-GV-104-12mm-1300CH,30,
Kraus,C-GV-104-12mm-1300SN,30,
Kraus,C-GV-104-12mm-1300AB,0,Discontinued
Kraus,C-GV-104-12mm-1300ORB,0,Discontinued
Kraus,C-GV-104-12mm-1800CH,30,
Kraus,C-GV-104-12mm-1810CH,30,
Kraus,C-GV-104-12mm-2180,30,
Kraus,C-GV-104-12mm-14300CH,30,
Kraus,C-GV-104-12mm-14600CH,30,
Kraus,C-GV-104-12mm-14700CH,30,
Kraus,C-GV-104-12mm-14800CH,0,1/1/2013
Kraus,C-GV-104-12mm-15000CH,30,
Kraus,C-GV-104-12mm-15000BN,30,
Kraus,C-GV-104-12mm-15000ORB,30,
Kraus,C-GV-104-12mm-15100CH,30,
Kraus,C-GV-104-12mm-15200CH,30,
Kraus,C-GV-104-12mm-15500CH,30,
Kraus,C-GV-104-12mm-15500BN,30,
Kraus,C-GV-104-14-12mm-10CH,10,
Kraus,C-GV-104-14-12mm-10SN,10,
Kraus,C-GV-104-14-12mm-10AB,0,Discontinued
Kraus,C-GV-104-14-12mm-10ORB,10,
Kraus,C-GV-104-14-12mm-10G,10,
Kraus,C-GV-104-14-12mm-1002CH,10,
Kraus,C-GV-104-14-12mm-1002SN,10,
Kraus,C-GV-104-14-12mm-1002AB,0,Discontinued
Kraus,C-GV-104-14-12mm-1002ORB,0,Discontinued
Kraus,C-GV-104-14-12mm-1005CH,10,
Kraus,C-GV-104-14-12mm-1005SN,10,
Kraus,C-GV-104-14-12mm-1005ORB,10,
Kraus,C-GV-104-14-12mm-1007CH,10,
Kraus,C-GV-104-14-12mm-1007SN,10,
Kraus,C-GV-104-14-12mm-1007AB,0,Discontinued
Kraus,C-GV-104-14-12mm-1007ORB,0,Discontinued
Kraus,C-GV-104-14-12mm-1300CH,10,
Kraus,C-GV-104-14-12mm-1300SN,10,
Kraus,C-GV-104-14-12mm-1300AB,0,Discontinued
Kraus,C-GV-104-14-12mm-1300ORB,0,Discontinued
Kraus,C-GV-104-14-12mm-1800CH,10,
Kraus,C-GV-104-14-12mm-1810CH,10,
Kraus,C-GV-104FR-12mm-10CH,30,
Kraus,C-GV-104FR-12mm-10SN,30,
Kraus,C-GV-104FR-12mm-10AB,0,Discontinued
Kraus,C-GV-104FR-12mm-10ORB,30,
Kraus,C-GV-104FR-12mm-10G,30,
Kraus,C-GV-104FR-12mm-1002CH,30,
Kraus,C-GV-104FR-12mm-1002SN,30,
Kraus,C-GV-104FR-12mm-1002AB,0,Discontinued
Kraus,C-GV-104FR-12mm-1002ORB,0,Discontinued
Kraus,C-GV-104FR-12mm-1005CH,30,
Kraus,C-GV-104FR-12mm-1005SN,30,
Kraus,C-GV-104FR-12mm-1005ORB,30,
Kraus,C-GV-104FR-12mm-1007CH,30,
Kraus,C-GV-104FR-12mm-1007SN,30,
Kraus,C-GV-104FR-12mm-1007AB,0,Discontinued
Kraus,C-GV-104FR-12mm-1007ORB,0,Discontinued
Kraus,C-GV-104FR-12mm-1100CH,0,Discontinued
Kraus,C-GV-104FR-12mm-1100SN,0,Discontinued
Kraus,C-GV-104FR-12mm-1200CH,0,Discontinued
Kraus,C-GV-104FR-12mm-1200SN,0,Discontinued
Kraus,C-GV-104FR-12mm-1300CH,30,
Kraus,C-GV-104FR-12mm-1300SN,30,
Kraus,C-GV-104FR-12mm-1300AB,0,Discontinued
Kraus,C-GV-104FR-12mm-1300ORB,0,Discontinued
Kraus,C-GV-104FR-12mm-1800CH,30,
Kraus,C-GV-104FR-12mm-1810CH,30,
Kraus,C-GV-104FR-12mm-2180,30,
Kraus,C-GV-104FR-12mm-14300CH,30,
Kraus,C-GV-104FR-12mm-14600CH,30,
Kraus,C-GV-104FR-12mm-14700CH,30,
Kraus,C-GV-104FR-12mm-14800CH,0,1/1/2013
Kraus,C-GV-104FR-12mm-15000CH,30,
Kraus,C-GV-104FR-12mm-15000BN,30,
Kraus,C-GV-104FR-12mm-15000ORB,30,
Kraus,C-GV-104FR-12mm-15100CH,30,
Kraus,C-GV-104FR-12mm-15200CH,30,
Kraus,C-GV-104FR-12mm-15500CH,30,
Kraus,C-GV-104FR-12mm-15500BN,30,
Kraus,C-GV-104FR-14-12mm-10CH,30,
Kraus,C-GV-104FR-14-12mm-10SN,30,
Kraus,C-GV-104FR-14-12mm-10AB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-10ORB,30,
Kraus,C-GV-104FR-14-12mm-10G,30,
Kraus,C-GV-104FR-14-12mm-1002CH,30,
Kraus,C-GV-104FR-14-12mm-1002SN,30,
Kraus,C-GV-104FR-14-12mm-1002AB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-1002ORB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-1005CH,30,
Kraus,C-GV-104FR-14-12mm-1005SN,30,
Kraus,C-GV-104FR-14-12mm-1005ORB,30,
Kraus,C-GV-104FR-14-12mm-1007CH,30,
Kraus,C-GV-104FR-14-12mm-1007SN,30,
Kraus,C-GV-104FR-14-12mm-1007AB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-1007ORB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-1300CH,30,
Kraus,C-GV-104FR-14-12mm-1300SN,30,
Kraus,C-GV-104FR-14-12mm-1300AB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-1300ORB,0,Discontinued
Kraus,C-GV-104FR-14-12mm-1800CH,30,
Kraus,C-GV-104FR-14-12mm-1810CH,30,
Kraus,C-GV-500-12mm-10CH,30,
Kraus,C-GV-500-12mm-10SN,30,
Kraus,C-GV-500-12mm-10AB,0,Discontinued
Kraus,C-GV-500-12mm-10ORB,30,
Kraus,C-GV-500-12mm-10G,30,
Kraus,C-GV-500-12mm-1002CH,30,
Kraus,C-GV-500-12mm-1002SN,30,
Kraus,C-GV-500-12mm-1002AB,0,Discontinued
Kraus,C-GV-500-12mm-1002ORB,0,Discontinued
Kraus,C-GV-500-12mm-1005CH,30,
Kraus,C-GV-500-12mm-1005SN,30,
Kraus,C-GV-500-12mm-1005ORB,30,
Kraus,C-GV-500-12mm-1007CH,30,
Kraus,C-GV-500-12mm-1007SN,30,
Kraus,C-GV-500-12mm-1007AB,0,Discontinued
Kraus,C-GV-500-12mm-1007ORB,0,Discontinued
Kraus,C-GV-500-12mm-1100CH,0,Discontinued
Kraus,C-GV-500-12mm-1100SN,0,Discontinued
Kraus,C-GV-500-12mm-1200CH,0,Discontinued
Kraus,C-GV-500-12mm-1200SN,0,Discontinued
Kraus,C-GV-500-12mm-1300CH,30,
Kraus,C-GV-500-12mm-1300SN,30,
Kraus,C-GV-500-12mm-1300AB,0,Discontinued
Kraus,C-GV-500-12mm-1300ORB,0,Discontinued
Kraus,C-GV-500-12mm-1800CH,30,
Kraus,C-GV-500-12mm-1810CH,30,
Kraus,C-GV-500-12mm-2180,30,
Kraus,C-GV-500-12mm-14300CH,30,
Kraus,C-GV-500-12mm-14600CH,30,
Kraus,C-GV-500-12mm-14700CH,30,
Kraus,C-GV-500-12mm-14800CH,0,1/1/2013
Kraus,C-GV-500-12mm-15000CH,30,
Kraus,C-GV-500-12mm-15000BN,30,
Kraus,C-GV-500-12mm-15000ORB,30,
Kraus,C-GV-500-12mm-15100CH,30,
Kraus,C-GV-500-12mm-15200CH,30,
Kraus,C-GV-500-12mm-15500CH,30,
Kraus,C-GV-500-12mm-15500BN,30,
Kraus,C-GV-500-14-12mm-10CH,30,
Kraus,C-GV-500-14-12mm-10SN,30,
Kraus,C-GV-500-14-12mm-10AB,0,Discontinued
Kraus,C-GV-500-14-12mm-10ORB,30,
Kraus,C-GV-500-14-12mm-10G,30,
Kraus,C-GV-500-14-12mm-1002CH,30,
Kraus,C-GV-500-14-12mm-1002SN,30,
Kraus,C-GV-500-14-12mm-1002AB,0,Discontinued
Kraus,C-GV-500-14-12mm-1002ORB,0,Discontinued
Kraus,C-GV-500-14-12mm-1005CH,30,
Kraus,C-GV-500-14-12mm-1005SN,30,
Kraus,C-GV-500-14-12mm-1005ORB,30,
Kraus,C-GV-500-14-12mm-1007CH,30,
Kraus,C-GV-500-14-12mm-1007SN,30,
Kraus,C-GV-500-14-12mm-1007AB,0,Discontinued
Kraus,C-GV-500-14-12mm-1007ORB,0,Discontinued
Kraus,C-GV-500-14-12mm-1300CH,30,
Kraus,C-GV-500-14-12mm-1300SN,30,
Kraus,C-GV-500-14-12mm-1300AB,0,Discontinued
Kraus,C-GV-500-14-12mm-1300ORB,0,Discontinued
Kraus,C-GV-500-14-12mm-1800CH,30,
Kraus,C-GV-500-14-12mm-1810CH,30,
Kraus,C-GV-950-12mm-10CH,30,
Kraus,C-GV-950-12mm-10SN,30,
Kraus,C-GV-950-12mm-10AB,0,Discontinued
Kraus,C-GV-950-12mm-10ORB,30,
Kraus,C-GV-950-12mm-10G,30,
Kraus,C-GV-950-12mm-1005CH,30,
Kraus,C-GV-950-12mm-1005SN,30,
Kraus,C-GV-950-12mm-1005ORB,30,
Kraus,C-GV-950-12mm-1800CH,30,
Kraus,C-GV-950-12mm-1810CH,30,
Kraus,C-GVS-901-19mm-10CH,30,
Kraus,C-GVS-901-19mm-10SN,30,
Kraus,C-GVS-901-19mm-10AB,0,Discontinued
Kraus,C-GVS-901-19mm-10ORB,30,
Kraus,C-GVS-901-19mm-10G,30,
Kraus,C-GVS-901-19mm-1002CH,30,
Kraus,C-GVS-901-19mm-1002SN,30,
Kraus,C-GVS-901-19mm-1002AB,0,Discontinued
Kraus,C-GVS-901-19mm-1002ORB,0,Discontinued
Kraus,C-GVS-901-19mm-1005CH,30,
Kraus,C-GVS-901-19mm-1005SN,30,
Kraus,C-GVS-901-19mm-1005ORB,30,
Kraus,C-GVS-901-19mm-1007CH,30,
Kraus,C-GVS-901-19mm-1007SN,30,
Kraus,C-GVS-901-19mm-1007AB,0,Discontinued
Kraus,C-GVS-901-19mm-1007ORB,0,Discontinued
Kraus,C-GVS-901-19mm-1100CH,0,Discontinued
Kraus,C-GVS-901-19mm-1100SN,0,Discontinued
Kraus,C-GVS-901-19mm-1200CH,0,Discontinued
Kraus,C-GVS-901-19mm-1200SN,0,Discontinued
Kraus,C-GVS-901-19mm-1300CH,30,
Kraus,C-GVS-901-19mm-1300SN,30,
Kraus,C-GVS-901-19mm-1300AB,0,Discontinued
Kraus,C-GVS-901-19mm-1300ORB,0,Discontinued
Kraus,C-GVS-901-19mm-1800CH,30,
Kraus,C-GVS-901-19mm-1810CH,30,
Kraus,C-GVS-901-19mm-2180,30,
Kraus,C-GVS-901-19mm-14300CH,30,
Kraus,C-GVS-901-19mm-14600CH,30,
Kraus,C-GVS-901-19mm-14700CH,30,
Kraus,C-GVS-901-19mm-14800CH,0,1/1/2013
Kraus,C-GVS-901-19mm-15000CH,30,
Kraus,C-GVS-901-19mm-15100CH,30,
Kraus,C-GVS-901-19mm-15500CH,30,
Kraus,C-GVS-901-19mm-15500BN,30,
Kraus,C-GVS-901FR-19mm-10CH,30,
Kraus,C-GVS-901FR-19mm-10SN,30,
Kraus,C-GVS-901FR-19mm-10AB,0,Discontinued
Kraus,C-GVS-901FR-19mm-10ORB,30,
Kraus,C-GVS-901FR-19mm-10G,30,
Kraus,C-GVS-901FR-19mm-1002CH,30,
Kraus,C-GVS-901FR-19mm-1002SN,30,
Kraus,C-GVS-901FR-19mm-1002AB,0,Discontinued
